"Time(second)","F1 Score"
"1","0.5271497259730932"
"3","0.47235647176797285"
"5","0.4322538144305229"
"7","0.38864517754463174"
"9","0.349145928930369"
"11","0.483899285410045"
"13","0.46250821642496803"
"15","0.4556753496468775"
"17","0.4340014898692174"
"19","0.43020233058484425"
