"Time(second)","F1 Score"
"1.5","[{'0': {'precision': 0.5299845638488396, 'recall': 0.49870056497175136, 'f1-score': 0.5126727730564373, 'support': 59.4}, '1': {'precision': 0.53055130191751, 'recall': 0.5623728813559323, 'f1-score': 0.5450687026605141, 'support': 59.4}, 'micro avg': {'precision': 0.5305367231638417, 'recall': 0.5305367231638417, 'f1-score': 0.5305367231638417, 'support': 118.8}, 'macro avg': {'precision': 0.5302679328831749, 'recall': 0.5305367231638417, 'f1-score': 0.5288707378584757, 'support': 118.8}, 'weighted avg': {'precision': 0.5302679328831749, 'recall': 0.5305367231638417, 'f1-score': 0.5288707378584757, 'support': 118.8}}]"
